Event_ID,Invitation_QR_ID,Event_Type,Total_Guests,Estimated_Food_Portions,Transport_Mode,Parking_Required,Estimated_Parking_Vehicles,Room_Required,Room_Type,Rooms_Required_Count,Stay_Duration_Days,RSVP_Status,Distance_km,Eco_Plate_Option,Food_Waste_Estimate_kg,Coming_From,Vehicle_Type,Arrival_Time_Slot,Parking_Zone,Checkin_Status
EV0HU7N6,QRDQLYYR,Birthday,798,880,Cab,1,394,1,Single,87,2,Maybe,127,0,35.32,Salem,None,Evening,B,Not Checked-In
EV7VWQ1X,QR7GLQY1,Engagement,921,924,Car,1,278,0,,63,2,Maybe,226,0,52.08,Tirunelveli,Car,Morning,B,Not Checked-In
EVV0NU77,QRU1VO4J,Housewarming,610,694,Cab,0,245,1,Double,32,0,Attending,283,1,17.67,Chennai,Bike,Evening,A,Not Checked-In
EVASUE26,QRLFSEXU,Anniversary,1112,1181,Walk,0,508,1,Family,102,1,Maybe,257,0,51.63,Pondicherry,None,Morning,B,Not Checked-In
EVNHV21H,QRLKU444,Birthday,729,735,Cab,0,355,0,,57,0,Attending,233,0,44.34,Madurai,None,Morning,B,Not Checked-In
EVRE5MVJ,QRVB5T23,Engagement,751,748,Bus,1,288,1,Double,99,0,Maybe,38,1,40.55,Tirunelveli,Car,Evening,A,Not Checked-In
EVDQGTZD,QRHQ83YZ,Baby Shower,429,417,Walk,0,135,0,,29,2,Attending,165,0,79.49,Erode,Bike,Afternoon,B,Not Checked-In
EV4Z5OVM,QR7N7MP2,Birthday,333,386,Walk,1,158,1,Double,141,0,Maybe,282,1,41.15,Trichy,None,Evening,B,Not Checked-In
EVFMN11J,QRUB05HD,Baby Shower,797,875,Bike,0,358,1,Single,83,3,Attending,216,0,70.72,Madurai,Car,Afternoon,B,Not Checked-In
EV2ZS7PE,QR8O7BX7,Housewarming,818,820,Car,1,303,0,Single,128,2,Maybe,189,0,31.1,Tirunelveli,None,Afternoon,B,Not Checked-In
EV22954M,QRTAVRFB,Birthday,1025,982,Bus,0,291,0,Single,35,3,Not Attending,77,0,34.77,Trichy,Bike,Morning,A,Not Checked-In
EV8R9RGO,QRL8JK0G,Wedding,828,891,Cab,0,254,1,Family,136,2,Not Attending,150,1,32.47,Tirunelveli,None,Afternoon,A,Not Checked-In
EVIU1DV6,QRN2NUFR,Engagement,1014,993,Bus,0,277,1,Double,131,2,Attending,243,0,73.8,Chennai,Car,Morning,C,Not Checked-In
EV9PN3SN,QRQC9UD7,Engagement,394,420,Car,0,167,0,Family,147,1,Maybe,152,0,66.01,Chennai,None,Afternoon,C,Not Checked-In
EV6EKYET,QRGC6R9W,Housewarming,1004,1075,Bike,0,286,0,,34,3,Not Attending,229,0,62.85,Bangalore,Bike,Morning,D,Not Checked-In
EV04CR87,QRGTBCBS,Wedding,762,771,Car,0,378,1,,120,0,Attending,225,1,76.47,Hyderabad,Bike,Evening,C,Not Checked-In
EVKIIGF0,QRFQFTIO,Birthday,775,730,Car,0,257,0,Single,93,1,Not Attending,19,1,74.94,Madurai,Bike,Afternoon,D,Not Checked-In
EVII3ENN,QR6SQCDF,Anniversary,918,966,Walk,0,444,0,Family,112,1,Maybe,221,1,8.26,Tirunelveli,Bike,Afternoon,C,Not Checked-In
EVM2F3XY,QRBCCVYU,Engagement,918,933,Bus,1,389,1,Double,45,0,Attending,255,0,70.63,Bangalore,Bike,Morning,D,Not Checked-In
EVM3PASZ,QRPN15W4,Birthday,887,847,Cab,1,365,1,Single,80,3,Attending,59,1,46.0,Trichy,None,Morning,C,Not Checked-In
EV8WS0AP,QRQE5C8I,Engagement,1056,1101,Cab,1,322,0,Single,6,1,Not Attending,78,1,29.05,Madurai,None,Morning,A,Not Checked-In
EVUZ9OBV,QRYGOZJ1,Anniversary,459,510,Car,0,126,0,Single,42,0,Not Attending,92,1,33.92,Chennai,Bike,Evening,C,Not Checked-In
EVPYS4IZ,QRB1K71B,Engagement,684,716,Car,1,204,0,,29,1,Maybe,125,0,56.64,Salem,Bike,Morning,B,Not Checked-In
EVX99RDU,QRDJKLDE,Anniversary,1181,1148,Bus,1,567,1,Double,139,1,Attending,27,1,46.82,Pondicherry,Bike,Afternoon,B,Not Checked-In
EVF1NRJG,QRVX2S24,Birthday,717,715,Car,1,193,0,,89,2,Not Attending,251,1,56.32,Hyderabad,None,Evening,D,Not Checked-In
EV0NRLSR,QRIIIAF4,Engagement,1037,1108,Car,1,318,1,Double,54,3,Maybe,108,0,43.53,Hyderabad,Bike,Afternoon,C,Not Checked-In
EVJK8SR4,QRQFR9SB,Birthday,843,859,Bus,0,227,0,Single,133,0,Maybe,30,0,76.25,Hyderabad,Car,Morning,A,Not Checked-In
EV0CCXQ7,QRW89Q6A,Engagement,554,596,Bus,0,222,1,Double,118,1,Not Attending,96,1,22.99,Coimbatore,Car,Afternoon,A,Not Checked-In
EV1D9JKC,QR06CVBF,Wedding,314,264,Bus,0,111,1,Single,144,1,Maybe,160,0,50.31,Coimbatore,Car,Morning,C,Not Checked-In
EVU59R6Y,QRL1IRIX,Wedding,526,489,Bike,0,260,0,Family,134,1,Maybe,298,0,61.68,Tirunelveli,Car,Morning,C,Not Checked-In
EVW37KFJ,QRPS9RAY,Housewarming,450,449,Car,1,163,1,Family,100,2,Not Attending,100,0,40.08,Tirunelveli,Car,Afternoon,B,Not Checked-In
EVRK5EBW,QR175ZRF,Baby Shower,869,849,Cab,1,326,1,Double,114,0,Maybe,274,0,30.15,Hyderabad,Bike,Evening,C,Not Checked-In
EVI6XARA,QRUSKXXQ,Birthday,771,783,Bus,0,243,0,Single,60,1,Not Attending,164,0,7.49,Pondicherry,None,Afternoon,C,Not Checked-In
EV7SBKOO,QRIHUBF8,Birthday,990,1031,Car,1,307,1,Family,135,0,Maybe,286,1,26.09,Chennai,Car,Morning,D,Not Checked-In
EVIRHMUQ,QRXAFHY6,Birthday,516,599,Car,1,132,0,Single,46,2,Attending,76,1,68.61,Pondicherry,Car,Morning,B,Not Checked-In
EV4M2BX3,QR3Y15G5,Housewarming,546,588,Walk,0,163,0,Family,38,0,Attending,218,1,58.73,Madurai,Bike,Evening,C,Not Checked-In
EVOAIAPO,QR76J3D3,Anniversary,894,955,Walk,0,231,0,Single,12,1,Maybe,212,1,44.69,Erode,Car,Afternoon,D,Not Checked-In
EV3E9ICY,QRNYUGGP,Anniversary,542,511,Bike,1,160,1,Single,56,1,Attending,170,0,8.42,Bangalore,Bike,Evening,A,Not Checked-In
EVPZECEB,QRL7BXON,Engagement,677,672,Bike,1,186,0,Single,11,3,Maybe,147,1,61.99,Tirunelveli,None,Afternoon,D,Not Checked-In
EVPS1BKS,QR6MIBCR,Baby Shower,1062,1072,Bike,1,266,1,Family,145,2,Not Attending,103,0,45.94,Coimbatore,Bike,Evening,A,Not Checked-In
EVMIS2M5,QR01WMM6,Baby Shower,676,766,Walk,0,218,0,Single,67,1,Attending,128,1,49.53,Erode,None,Evening,A,Not Checked-In
EVJAEDIV,QRG5VFW0,Baby Shower,650,615,Cab,0,256,1,,143,1,Maybe,299,0,56.73,Chennai,None,Morning,B,Not Checked-In
EVV1EO3Z,QRBKETUV,Anniversary,1096,1054,Bus,0,384,0,Family,22,0,Maybe,291,0,6.79,Hyderabad,None,Evening,D,Not Checked-In
EVYZR2GT,QR3CPX62,Wedding,954,1037,Car,1,338,1,,14,3,Not Attending,235,1,25.31,Coimbatore,None,Morning,D,Not Checked-In
EVKG5CQ2,QRDETZ82,Engagement,1158,1169,Car,0,423,1,,60,2,Maybe,291,0,58.16,Pondicherry,Car,Morning,D,Not Checked-In
EVB3ACP4,QRB5I3GP,Wedding,948,920,Bus,0,414,0,Family,10,2,Maybe,46,0,75.16,Salem,Car,Evening,D,Not Checked-In
EVIFHG6J,QRTF73NA,Engagement,839,865,Walk,1,344,1,Double,18,0,Not Attending,214,0,23.07,Chennai,Bike,Afternoon,A,Not Checked-In
EVXP82BE,QR94NHRI,Anniversary,1017,1021,Bike,1,447,0,Single,130,2,Attending,179,0,58.33,Hyderabad,None,Afternoon,A,Not Checked-In
EVZ8FUQE,QR151KJE,Engagement,320,411,Car,1,99,1,Single,21,0,Maybe,31,0,61.78,Erode,None,Afternoon,A,Not Checked-In
EVHSD26K,QRN9BCA2,Housewarming,931,891,Bus,0,292,1,Single,109,2,Attending,191,1,40.3,Tirunelveli,Bike,Afternoon,D,Not Checked-In
EVZWGLEY,QR3PMWQH,Birthday,982,1043,Bus,1,464,1,Double,99,2,Not Attending,297,0,8.11,Erode,Car,Afternoon,D,Not Checked-In
EVKUHZ56,QRN9STFF,Baby Shower,1003,979,Car,1,259,0,Single,115,1,Attending,45,1,73.99,Erode,None,Morning,B,Not Checked-In
EVA6LXIN,QRYHUL9A,Housewarming,810,782,Cab,1,278,0,,50,3,Maybe,113,1,77.28,Bangalore,Car,Morning,C,Not Checked-In
EV99AWQW,QR78T6P4,Birthday,650,640,Walk,0,265,1,Double,101,1,Maybe,185,1,23.6,Pondicherry,None,Afternoon,C,Not Checked-In
EV75N2GY,QRIBVDZX,Baby Shower,324,394,Bike,1,120,1,,53,2,Attending,185,0,43.95,Pondicherry,Bike,Evening,C,Not Checked-In
EV7YPP58,QR3VRWV9,Housewarming,648,733,Bus,0,214,1,,51,2,Not Attending,66,1,73.72,Madurai,Bike,Morning,D,Not Checked-In
EV8HVQ50,QRLKKQ76,Anniversary,945,949,Bus,1,469,0,Double,35,3,Not Attending,108,0,51.85,Pondicherry,Car,Evening,C,Not Checked-In
EVN3TFWB,QRR91EM8,Wedding,303,284,Bike,1,114,0,Double,22,1,Attending,243,0,42.72,Pondicherry,None,Afternoon,B,Not Checked-In
EVSLZDJ0,QRV0BAHA,Wedding,327,341,Cab,1,133,0,Family,20,1,Not Attending,119,1,55.65,Madurai,Bike,Morning,D,Not Checked-In
EVD39V71,QR9MJZIP,Baby Shower,619,624,Car,0,292,1,,24,1,Maybe,257,0,45.23,Pondicherry,Car,Afternoon,C,Not Checked-In
EV4PI88G,QRN0V30N,Anniversary,319,332,Bike,0,138,1,,25,3,Attending,57,0,15.74,Madurai,Bike,Evening,A,Not Checked-In
EVNPDRJH,QRUPY792,Anniversary,549,571,Cab,1,200,1,Single,136,3,Not Attending,2,0,25.6,Erode,Car,Morning,D,Not Checked-In
EVNLJV5E,QR3ZE94I,Engagement,502,538,Cab,0,138,0,Double,9,0,Attending,135,1,61.21,Coimbatore,Bike,Afternoon,B,Not Checked-In
EVPH4NE2,QRW4C4GK,Anniversary,782,880,Bike,1,239,1,Single,51,1,Not Attending,34,0,14.21,Chennai,None,Evening,C,Not Checked-In
EVJBTY60,QR7TKXCK,Birthday,608,615,Car,0,182,0,Single,108,3,Attending,46,0,71.27,Bangalore,Bike,Morning,C,Not Checked-In
EVVT4NCN,QRBEZ4KG,Baby Shower,486,444,Cab,0,217,1,Family,106,1,Not Attending,228,1,14.03,Bangalore,None,Afternoon,A,Not Checked-In
EVCM2ZU4,QRER8JN5,Engagement,933,968,Walk,1,438,0,Single,57,1,Not Attending,125,1,5.67,Bangalore,Car,Afternoon,A,Not Checked-In
EVEFYF5F,QRZWGICN,Baby Shower,997,1085,Cab,0,394,1,Double,114,3,Attending,236,0,15.47,Pondicherry,None,Afternoon,C,Not Checked-In
EVTSZNVU,QRZ1OUFL,Wedding,1181,1205,Bus,1,581,1,Family,128,1,Maybe,32,0,55.65,Erode,None,Morning,A,Not Checked-In
EVMBZ5WC,QROJQH3J,Wedding,615,642,Car,1,271,1,Family,6,2,Not Attending,296,0,73.63,Salem,Car,Evening,A,Not Checked-In
EVWZAPWC,QROUVU8C,Anniversary,753,815,Bus,1,372,1,Double,24,0,Attending,209,1,26.66,Erode,None,Morning,A,Not Checked-In
EVIJSULG,QRTM470P,Baby Shower,676,688,Walk,1,272,0,,75,0,Maybe,108,0,16.23,Chennai,Car,Afternoon,A,Not Checked-In
EVBHR4MJ,QRGTCED6,Wedding,1098,1062,Bike,1,488,1,Single,15,3,Not Attending,31,0,32.31,Madurai,None,Evening,A,Not Checked-In
EVZ0MTHI,QR6F8LUN,Wedding,646,608,Bike,1,199,1,,23,2,Attending,185,1,7.17,Trichy,None,Afternoon,A,Not Checked-In
EVIAR885,QRJSYBAK,Baby Shower,802,852,Bus,0,311,0,Single,139,1,Maybe,72,1,49.09,Hyderabad,None,Morning,A,Not Checked-In
EV893BWO,QRHEUJ57,Wedding,1169,1149,Cab,1,302,0,Double,91,0,Maybe,59,1,43.22,Coimbatore,None,Afternoon,D,Not Checked-In
EV3P5F4K,QRW1ZJPS,Birthday,510,490,Walk,0,249,1,,51,2,Not Attending,273,1,9.18,Madurai,None,Evening,C,Not Checked-In
EVPJQ3ZZ,QREEJ656,Engagement,744,746,Bike,1,329,0,Family,7,1,Attending,262,0,76.43,Trichy,None,Morning,A,Not Checked-In
EVRMZ80A,QRXUEU9K,Anniversary,413,389,Cab,1,180,1,Single,131,1,Maybe,171,0,10.97,Coimbatore,Bike,Morning,D,Not Checked-In
EVGVQ6FP,QRXQN7XX,Anniversary,957,961,Cab,0,381,1,Single,13,3,Attending,80,0,70.12,Hyderabad,Bike,Morning,D,Not Checked-In
EVXUAXRJ,QRJZMR3S,Engagement,759,810,Bike,1,334,1,Double,11,0,Attending,277,0,40.97,Tirunelveli,None,Afternoon,A,Not Checked-In
EV53MQN2,QRXYBA7Y,Baby Shower,881,890,Cab,0,427,0,Family,1,1,Maybe,129,0,58.25,Madurai,Bike,Afternoon,B,Not Checked-In
EVC7EUF3,QR99YPBA,Wedding,520,609,Walk,1,153,1,Single,42,2,Maybe,255,0,37.92,Chennai,Bike,Afternoon,C,Not Checked-In
EVZ2VTW9,QRYWN6VE,Birthday,687,739,Cab,1,291,0,,55,2,Not Attending,268,1,7.54,Trichy,Car,Afternoon,B,Not Checked-In
EVHG5PHW,QRVDDOJ8,Birthday,924,936,Car,0,292,1,Single,116,2,Maybe,203,1,19.52,Trichy,None,Afternoon,C,Not Checked-In
EV3N8W4O,QRI2CYKU,Anniversary,535,613,Bus,0,227,0,Single,30,1,Not Attending,36,1,29.44,Salem,None,Afternoon,C,Not Checked-In
EV29BBNM,QRKPMSFX,Engagement,1124,1117,Walk,0,393,0,,90,2,Not Attending,243,0,17.4,Chennai,Car,Evening,A,Not Checked-In
EV671R95,QRMU9NXZ,Anniversary,400,385,Cab,0,130,0,,146,0,Attending,107,1,59.75,Salem,Car,Morning,C,Not Checked-In
EVZUH7TM,QRRHNQVU,Birthday,867,825,Car,1,390,0,Family,30,3,Not Attending,194,1,20.94,Chennai,Car,Morning,C,Not Checked-In
EVOV8H4I,QRC5MRSP,Birthday,605,606,Walk,0,207,0,Family,23,0,Maybe,174,0,66.46,Erode,None,Morning,C,Not Checked-In
EV3K16PP,QR97TPPZ,Wedding,399,356,Bike,1,107,1,Single,127,0,Maybe,196,0,9.12,Erode,None,Evening,B,Not Checked-In
EVOE8B09,QRR0346E,Engagement,615,609,Cab,1,235,0,Family,36,2,Not Attending,223,0,19.21,Coimbatore,Bike,Afternoon,D,Not Checked-In
EVR9J1GR,QRWGBQS4,Baby Shower,627,611,Bike,0,250,0,Double,56,3,Attending,161,1,48.0,Pondicherry,None,Afternoon,B,Not Checked-In
EVV1BEW6,QRY8G5YE,Anniversary,613,621,Car,0,294,1,Double,106,1,Attending,4,1,29.2,Madurai,None,Morning,D,Not Checked-In
EV1LL86A,QR8DL2R8,Anniversary,1035,987,Walk,0,471,1,Single,105,3,Not Attending,252,0,5.14,Hyderabad,Car,Afternoon,D,Not Checked-In
EVMRUBDA,QRU7SL7N,Housewarming,1063,1107,Bike,0,424,1,,90,3,Not Attending,161,1,40.66,Salem,None,Afternoon,A,Not Checked-In
EVTE5692,QR08FQMX,Wedding,898,985,Bike,0,289,0,Single,19,1,Maybe,276,0,76.45,Erode,Car,Afternoon,C,Not Checked-In
EVCZRBA3,QRRLBMEN,Housewarming,1026,1012,Bike,0,323,1,,127,0,Maybe,143,0,49.86,Trichy,Bike,Afternoon,A,Not Checked-In
EV4A57SB,QR8D01V4,Birthday,565,621,Car,0,259,0,Family,139,1,Maybe,221,1,17.2,Pondicherry,Bike,Morning,A,Not Checked-In
EVBJHBH7,QR7UM38N,Baby Shower,881,937,Cab,0,274,0,Family,121,0,Attending,284,1,69.94,Pondicherry,Bike,Afternoon,A,Not Checked-In
EVZK9TIS,QRIZOIDM,Housewarming,733,743,Bike,0,287,0,Double,23,3,Maybe,262,0,8.52,Hyderabad,Bike,Evening,B,Not Checked-In
EVI9ORP6,QRVRB7IY,Birthday,568,564,Walk,0,264,0,Single,132,0,Attending,194,0,8.75,Tirunelveli,Car,Evening,B,Not Checked-In
EV53XK9V,QRYYYTA5,Birthday,1027,1065,Bike,0,417,1,Single,106,1,Maybe,290,0,6.57,Coimbatore,Bike,Evening,A,Not Checked-In
EVSC9UIE,QRSZXEQT,Baby Shower,847,820,Car,1,329,1,Double,54,3,Maybe,56,0,59.09,Salem,Bike,Morning,D,Not Checked-In
EVS1F79C,QROKXAIU,Housewarming,360,406,Cab,0,123,0,,10,1,Not Attending,14,0,67.71,Pondicherry,None,Evening,B,Not Checked-In
EVYOGGAT,QRV224R6,Engagement,656,673,Bike,0,235,0,Double,38,3,Attending,32,0,45.51,Hyderabad,Car,Afternoon,D,Not Checked-In
EV1NA94R,QR6CVQJI,Anniversary,373,360,Bus,1,102,1,,94,2,Not Attending,297,1,76.07,Tirunelveli,Car,Morning,D,Not Checked-In
EVV0QEOM,QRSKAX03,Baby Shower,693,773,Bus,0,228,1,Single,52,1,Maybe,198,1,53.84,Hyderabad,Bike,Evening,D,Not Checked-In
EV7QHF9M,QRDPEC0O,Housewarming,997,1062,Bus,0,347,1,Single,105,3,Not Attending,218,1,17.09,Tirunelveli,Bike,Evening,B,Not Checked-In
EVSOH94S,QRZ5DUHF,Baby Shower,940,917,Cab,1,243,1,,35,3,Not Attending,127,0,43.49,Bangalore,Car,Morning,A,Not Checked-In
EVYYUPNN,QR62EGNA,Wedding,512,534,Bike,0,225,0,Family,123,1,Maybe,295,0,10.29,Pondicherry,None,Morning,B,Not Checked-In
EV7A3K7W,QRKJ3J4D,Engagement,657,736,Walk,1,296,1,Family,23,1,Attending,129,1,26.72,Chennai,None,Evening,C,Not Checked-In
EV5F81TR,QRDN4RLL,Engagement,707,788,Car,1,209,1,Double,69,2,Not Attending,86,0,77.08,Bangalore,Bike,Afternoon,D,Not Checked-In
EVH70O89,QRW6QAD1,Engagement,867,961,Bike,0,380,0,Single,117,0,Attending,97,0,46.71,Madurai,Bike,Afternoon,A,Not Checked-In
EV4HEPOB,QRASBBPY,Baby Shower,1068,1117,Walk,1,388,1,Family,88,0,Not Attending,89,0,78.57,Bangalore,Car,Morning,D,Not Checked-In
EVE5L4EM,QRP6B752,Anniversary,546,566,Car,0,156,1,Double,105,2,Attending,78,1,38.35,Erode,Bike,Afternoon,B,Not Checked-In
EVJP9PPC,QRJO736K,Birthday,677,731,Car,1,251,0,Single,141,1,Attending,251,1,6.65,Salem,Car,Morning,A,Not Checked-In
EV5WNN2B,QRA2E3M0,Engagement,456,549,Bus,1,134,1,Double,145,2,Attending,295,0,60.49,Trichy,None,Morning,C,Not Checked-In
EV0KOHUC,QR89DWAJ,Birthday,687,698,Bike,0,320,0,,2,1,Maybe,249,1,41.46,Bangalore,None,Evening,B,Not Checked-In
EVCH5AT1,QRDMO87J,Baby Shower,323,409,Bike,1,88,0,Family,49,2,Not Attending,161,1,11.61,Salem,None,Morning,D,Not Checked-In
EVZMNZ0T,QRQ27GWS,Wedding,360,386,Car,0,146,0,Double,145,0,Not Attending,233,0,6.3,Madurai,None,Evening,A,Not Checked-In
EV8XT759,QRO5Z4I5,Birthday,938,941,Car,1,465,0,,111,0,Not Attending,246,1,62.95,Hyderabad,None,Morning,C,Not Checked-In
EV1QF0DR,QRO9O05X,Engagement,1083,1173,Bus,0,420,0,Family,93,1,Attending,131,1,10.68,Trichy,Car,Afternoon,B,Not Checked-In
EV8DZN2I,QROK6VO6,Engagement,1148,1243,Walk,1,402,1,,42,1,Maybe,13,1,28.62,Trichy,None,Evening,C,Not Checked-In
EVNE4DVL,QREPAZL6,Engagement,651,698,Bike,0,196,1,Double,28,3,Attending,259,0,18.23,Erode,None,Afternoon,B,Not Checked-In
EVJ2TVS4,QRZ1RSN1,Engagement,757,743,Walk,0,196,1,Single,102,3,Attending,277,0,75.42,Trichy,None,Morning,D,Not Checked-In
EV54R7X6,QRZPL228,Housewarming,697,730,Bike,1,182,1,,148,1,Not Attending,146,0,21.18,Trichy,Car,Evening,D,Not Checked-In
EV385MQJ,QR73S01M,Housewarming,659,743,Bike,0,282,0,Double,89,1,Maybe,50,1,69.49,Pondicherry,Bike,Evening,C,Not Checked-In
EVAMODYN,QRO7QB7S,Engagement,589,650,Cab,0,272,0,Family,85,0,Maybe,50,0,49.76,Salem,Car,Afternoon,B,Not Checked-In
EV0GIVT6,QR75QG6V,Anniversary,349,420,Bike,1,117,1,,11,3,Maybe,74,1,60.78,Hyderabad,None,Afternoon,B,Not Checked-In
EVFT558N,QR21UFNX,Baby Shower,628,603,Car,0,175,1,Family,48,3,Attending,48,0,11.43,Madurai,None,Evening,A,Not Checked-In
EVYRHI5F,QR5NTP3W,Baby Shower,743,805,Bike,0,241,1,Family,104,0,Maybe,42,1,17.22,Trichy,None,Afternoon,D,Not Checked-In
EV3JQJFF,QRDA4WHN,Birthday,375,374,Walk,0,131,1,Family,71,1,Maybe,64,0,39.03,Hyderabad,Bike,Afternoon,A,Not Checked-In
EVH96SI9,QR4SNN21,Birthday,580,614,Bus,1,188,0,,97,0,Maybe,119,1,38.46,Bangalore,Car,Afternoon,A,Not Checked-In
EVY20KGY,QR3GABEK,Baby Shower,927,904,Car,0,240,1,Single,58,0,Attending,209,0,29.22,Chennai,Bike,Evening,B,Not Checked-In
EVBKIMLE,QRLJGEWA,Housewarming,366,388,Car,0,97,1,Family,119,2,Not Attending,195,0,43.48,Hyderabad,Car,Afternoon,B,Not Checked-In
EV2JV1LH,QRVRJG6J,Anniversary,910,942,Bus,0,323,1,Double,19,2,Not Attending,286,1,6.07,Erode,Car,Afternoon,B,Not Checked-In
EVES27RT,QRXC647J,Baby Shower,1153,1203,Car,1,511,0,,120,1,Attending,93,1,34.5,Madurai,Bike,Morning,C,Not Checked-In
EVSP2V3B,QRGHTOP5,Housewarming,622,623,Car,0,271,1,Single,37,3,Attending,205,1,77.12,Madurai,Car,Morning,D,Not Checked-In
EVL3UFUO,QRIK88CZ,Wedding,359,380,Bike,1,165,0,Family,126,3,Not Attending,191,1,66.27,Hyderabad,None,Evening,B,Not Checked-In
EVC90RKK,QRHDOWZH,Anniversary,711,755,Bus,1,320,0,Family,22,3,Not Attending,32,1,5.75,Coimbatore,None,Afternoon,B,Not Checked-In
EV4QWRPK,QRA1BJZ2,Birthday,920,999,Car,0,363,0,Double,116,2,Attending,82,0,48.7,Coimbatore,Bike,Morning,D,Not Checked-In
EV58YA99,QR2C9ND0,Baby Shower,924,971,Cab,0,392,1,,45,2,Maybe,138,0,62.71,Hyderabad,Bike,Afternoon,A,Not Checked-In
EVJT4RNO,QR80I1E5,Birthday,1030,1055,Bike,0,497,1,,23,3,Not Attending,279,0,71.04,Coimbatore,Bike,Morning,B,Not Checked-In
EVSLAWB0,QRVQC0BJ,Housewarming,340,301,Bus,1,106,1,,149,3,Not Attending,271,1,14.39,Madurai,Bike,Afternoon,A,Not Checked-In
EVFGZ1J3,QRKUE9AY,Housewarming,346,421,Walk,0,101,1,Family,145,2,Attending,199,1,74.64,Chennai,Bike,Afternoon,C,Not Checked-In
EVBRTODS,QR9CO1LS,Engagement,1161,1195,Bus,0,556,0,,90,1,Not Attending,291,1,59.16,Madurai,Bike,Morning,D,Not Checked-In
EVXTU6MP,QRYW7FK2,Birthday,1086,1136,Bike,1,503,1,Double,66,1,Not Attending,203,0,24.38,Chennai,None,Morning,C,Not Checked-In
EV5LGKNE,QRA1HXVC,Birthday,609,661,Bike,1,194,1,Family,46,2,Maybe,287,1,9.35,Trichy,Bike,Evening,D,Not Checked-In
EV6H2L85,QRULML5B,Baby Shower,1165,1202,Bus,1,504,0,Double,45,3,Not Attending,53,0,31.95,Salem,Car,Morning,D,Not Checked-In
EVQFTNAK,QREDT43G,Birthday,696,773,Cab,1,272,0,Family,88,3,Maybe,121,1,68.9,Madurai,None,Afternoon,C,Not Checked-In
EVHZ9M21,QRBWZKIV,Baby Shower,445,491,Cab,0,219,0,,113,2,Maybe,122,0,64.0,Salem,Bike,Evening,C,Not Checked-In
EVJYSSNW,QRQW8WDP,Housewarming,721,696,Walk,0,319,1,Family,141,1,Not Attending,133,0,31.65,Trichy,Bike,Afternoon,A,Not Checked-In
EVWTFTMO,QRY7A3RH,Engagement,869,819,Bus,0,342,1,Single,29,1,Maybe,275,0,69.79,Chennai,Bike,Morning,B,Not Checked-In
EVMZUS8T,QRDVW4G1,Birthday,504,512,Car,0,192,1,Family,65,2,Maybe,218,0,6.97,Trichy,Car,Evening,A,Not Checked-In
EVE6G4EW,QR4RXDOK,Birthday,770,798,Cab,1,270,0,Single,103,1,Attending,190,1,33.35,Madurai,Car,Evening,C,Not Checked-In
EV8NZZPZ,QRATKN41,Anniversary,636,704,Bike,1,191,1,Double,67,0,Not Attending,287,1,21.25,Pondicherry,Bike,Morning,A,Not Checked-In
EVJLF6SB,QRCHANMS,Birthday,739,764,Bus,0,324,1,Family,34,0,Attending,12,1,36.95,Salem,None,Evening,C,Not Checked-In
EVS586EY,QRK23D94,Anniversary,539,615,Bike,0,211,1,Family,105,1,Maybe,113,1,79.22,Tirunelveli,None,Evening,A,Not Checked-In
EVF2QMWB,QR907W5U,Birthday,1123,1074,Bus,1,504,0,Double,103,0,Maybe,237,0,66.32,Pondicherry,Bike,Morning,D,Not Checked-In
EVE1ZEIZ,QRMPRKWF,Wedding,1036,1071,Car,0,447,0,Double,11,1,Maybe,287,1,55.33,Tirunelveli,None,Morning,B,Not Checked-In
EV1OH9PV,QRS69WPK,Engagement,888,979,Car,1,286,1,Single,43,0,Attending,179,1,62.96,Madurai,Car,Afternoon,B,Not Checked-In
EVMWPEWO,QR24QWPS,Wedding,650,706,Walk,1,233,0,Single,4,1,Attending,180,1,70.03,Trichy,None,Afternoon,B,Not Checked-In
EV3BA8T9,QR6NPVAJ,Housewarming,530,500,Car,1,247,0,Family,148,0,Not Attending,92,0,71.47,Tirunelveli,Car,Afternoon,C,Not Checked-In
EV2S980O,QRBLTBUP,Wedding,464,453,Car,1,215,0,,106,3,Attending,121,1,61.05,Bangalore,None,Morning,A,Not Checked-In
EV9K2HXJ,QRJJ810O,Wedding,928,886,Car,1,252,0,Single,26,2,Not Attending,268,1,30.0,Hyderabad,None,Evening,B,Not Checked-In
EVAKR45B,QRLNZP9W,Birthday,560,534,Bike,1,170,0,Double,109,2,Attending,80,0,60.1,Bangalore,Car,Afternoon,A,Not Checked-In
EV5SDLKH,QRAKRIS1,Housewarming,1123,1154,Bus,0,531,1,,122,2,Attending,6,0,71.88,Chennai,Car,Afternoon,B,Not Checked-In
EV7UP6K5,QRZJQHID,Wedding,654,696,Bus,0,312,0,Single,81,2,Maybe,44,0,12.76,Madurai,Bike,Evening,D,Not Checked-In
EV68WDG3,QR4ZA4NW,Anniversary,500,530,Bus,0,145,0,Single,127,0,Attending,229,0,25.1,Coimbatore,Bike,Afternoon,A,Not Checked-In
EVL5QFBE,QRG4G6LM,Housewarming,1033,1101,Bus,1,392,0,Single,62,1,Maybe,27,1,38.02,Tirunelveli,Car,Morning,D,Not Checked-In
EVIJJHFE,QRA6R45X,Housewarming,495,508,Bike,0,217,1,,18,0,Attending,80,1,41.28,Coimbatore,Bike,Morning,C,Not Checked-In
